txn_id,timestamp,sender_account,receiver_account,amount,txn_type,channel,status,description,is_fraud,fraud_type
093723a7-f847-4026-85de-7d0193184447,2026-01-02 16:29:35.000000,ACC5070585433,ACC6509985983,20000.0,INTERNAL,MOBILE,SUCCESS,Audit payment,False,
16abe2d6-88a3-431f-99c9-dbf0a4d1de27,2026-01-02 16:31:15.000000,ACC3178995337,ACC3619094295,20868.44,NEFT,BRANCH,SUCCESS,Travel reimbursement,False,
9e55dc4e-d28b-4e53-baa1-c67085468db0,2026-01-02 16:43:26.000000,ACC4264134512,ACC5284391408,138872.07,IMPS,ATM,SUCCESS,EMI payment,False,
32236038-9428-442b-b1f5-c50b863a857b,2026-01-02 16:44:53.000000,ACC4325887726,ACC4145461251,27695.49,NEFT,NETBANKING,SUCCESS,FD maturity credit,False,
eadfe307-bcea-48d2-89c7-361a08bfc85d,2026-01-02 16:46:50.000000,ACC3088517710,ACC6083042422,200000.0,RTGS,MOBILE,SUCCESS,Advertisement payment,False,
f5a5c9d3-b8cc-4654-8de6-2f3ab93070a1,2026-01-02 16:46:55.000000,ACC1131671246,ACC1322401182,16928.35,IMPS,MOBILE,SUCCESS,Travel reimbursement,False,
bc8fce5b-f0d1-4fd6-8b76-cdfc049824ba,2026-01-02 17:18:50.000000,ACC8792122716,ACC6554972315,25394.38,UPI,NETBANKING,SUCCESS,Supplier invoice,False,
f9cf761a-365d-4898-83d5-bce0dcc3328b,2026-01-02 17:25:01.000000,ACC8739238825,ACC2445662585,21084.92,IMPS,ATM,SUCCESS,Advertisement payment,False,
61ec84a3-96bf-4215-a305-af749ece0e8a,2026-01-02 17:31:01.000000,ACC6360837474,ACC7628981661,82800.16,IMPS,BRANCH,SUCCESS,Freelance payment,False,
73f03f7e-c5d2-47e4-907a-f6878478e948,2026-01-02 17:42:35.000000,ACC6687206971,ACC1400330495,32127.62,INTERNAL,ATM,SUCCESS,Insurance premium,False,
28a63cba-0e0d-453a-8324-28ccf10482ca,2026-01-02 17:53:44.000000,ACC1469306919,ACC8110054933,69066.67,IMPS,MOBILE,SUCCESS,Maintenance fee,False,
94897a7b-b884-45e8-8014-82951bb37c5d,2026-01-02 19:08:08.000000,ACC3260842187,ACC9383431259,41591.94,UPI,MOBILE,SUCCESS,Salary credit,False,
a84e9ada-9b0a-47d0-9551-2a29abba5328,2026-01-02 19:51:56.000000,ACC3694860228,ACC7767538527,1604.95,NEFT,ATM,SUCCESS,Utility bill,False,
aa78fa2c-436b-4cf9-a5d4-5230e61e526b,2026-01-02 19:58:25.000000,ACC6322188162,ACC3381183483,36024.14,UPI,NETBANKING,SUCCESS,Vendor payment,False,
ede434e6-519f-4e21-95e4-11e49a717731,2026-01-02 21:25:51.000000,ACC6816663775,ACC3465740756,6390.27,UPI,MOBILE,SUCCESS,Commission credit,False,
bb10dee2-2003-49a4-9d90-0718b92d6fa4,2026-01-02 22:10:52.000000,ACC8498174646,ACC2274350418,231420.53,IMPS,BRANCH,SUCCESS,Service charge,False,
fe814082-b013-417f-9fac-e90d6f0c2f6a,2026-01-03 00:50:21.000000,ACC4698408854,ACC4272602734,5187.32,UPI,NETBANKING,SUCCESS,Office rent,False,
0c1186ff-1dad-402c-a79e-945044f91263,2026-01-03 02:37:10.000000,ACC7278136169,ACC7059376953,100000.0,UPI,MOBILE,SUCCESS,Insurance premium,False,
a05ea49e-2bfb-48cc-9d0c-a4d494807bd9,2026-01-03 02:52:50.000000,ACC6532043071,ACC8298348088,200000.0,RTGS,NETBANKING,SUCCESS,Mutual fund SIP,False,
2d3e3cfb-7416-4e45-824e-84aa25147eac,2026-01-03 03:33:11.000000,ACC9733234156,ACC8438486479,200000.0,RTGS,MOBILE,SUCCESS,Medical expense,False,
428878c0-57f1-47cd-9538-e0d628f62cec,2026-01-03 05:07:18.000000,ACC6520103410,ACC2149938334,1671.61,INTERNAL,NETBANKING,SUCCESS,Vendor payment,False,
b1feceb9-19a3-44ac-b35f-ac883fe9780c,2026-01-03 05:15:59.000000,ACC8960015186,ACC9239688178,44569.22,IMPS,BRANCH,FAILED,Legal fee,False,
2f3337b4-a97e-4f1a-941a-e10dec5664b1,2026-01-03 05:22:21.000000,ACC8960015186,ACC4037867512,20719.36,NEFT,NETBANKING,SUCCESS,EMI payment,False,
88c5cfd2-15ae-416f-8902-219de0a3ecdc,2026-01-03 06:23:30.000000,ACC1741134891,ACC4530959836,200000.0,RTGS,MOBILE,SUCCESS,Utility bill,False,
be97e9de-de2a-4aad-89a6-8d4c42e9325f,2026-01-03 06:58:10.000000,ACC7059376953,ACC1977515194,249472.19,INTERNAL,API,SUCCESS,Education fee,False,
b7799218-0b7d-472d-ba7b-93fa3a5b6bb1,2026-01-03 07:59:22.000000,ACC7839626408,ACC7887897660,100000.0,UPI,API,SUCCESS,Deposit transfer,False,
95ed0599-c5ae-4c31-98b6-14b6d0de78b3,2026-01-03 08:14:29.000000,ACC4876877928,ACC6698759353,16180.03,IMPS,MOBILE,SUCCESS,FD maturity credit,False,
60bd16af-13fd-492d-97f8-101e4bf4426b,2026-01-03 09:07:12.000000,ACC3964229896,ACC1741134891,169034.4,NEFT,MOBILE,SUCCESS,Education fee,False,
efed3b70-27cf-4c4e-b2dd-719aa01b2690,2026-01-03 09:13:53.000000,ACC8339176912,ACC8498174646,8150.38,UPI,NETBANKING,SUCCESS,Audit payment,False,
2143d7af-1d7f-4a23-8aba-ea6dca6c1dd5,2026-01-03 09:18:01.000000,ACC9201789018,ACC7242730249,11107.44,UPI,NETBANKING,SUCCESS,Office rent,False,
bbdf58dd-ea79-44fb-b210-239870cf6879,2026-01-03 09:26:19.000000,ACC5588254555,ACC9033293776,20000.0,NEFT,NETBANKING,SUCCESS,Supplier invoice,False,
99aeba31-3cc2-4efb-be43-bb06484bf2b6,2026-01-03 09:40:51.000000,ACC2948728483,ACC6404582459,23026.93,NEFT,MOBILE,SUCCESS,Share transfer,False,
77cc98cc-0ed1-40f9-abea-2a2b1b8e611f,2026-01-03 10:19:49.000000,ACC2139027119,ACC6704841644,9698.94,IMPS,MOBILE,SUCCESS,Office rent,False,
e7caf8c8-888d-4ed9-9893-293274e51024,2026-01-03 10:21:13.000000,ACC5759234471,ACC1678500147,7096.32,IMPS,MOBILE,SUCCESS,Legal fee,False,
bfb83244-725e-4bdf-a417-516ae58d6b11,2026-01-03 10:22:26.000000,ACC2683446724,ACC7842459488,20501.78,UPI,NETBANKING,SUCCESS,Loan disbursement,False,
9ad5e44b-98f6-44eb-a32c-4d0eb48a5179,2026-01-03 10:25:36.000000,ACC3585650756,ACC6322188162,65482.4,NEFT,MOBILE,SUCCESS,Medical expense,False,
29eb81ee-4571-4c78-8275-5c0ce399e886,2026-01-03 10:41:45.000000,ACC5948254671,ACC9523104008,31243.05,UPI,MOBILE,SUCCESS,Inter-branch transfer,False,
2b72cc03-9bf4-4d8a-b8f8-fbd0e4133e4c,2026-01-03 10:42:14.000000,ACC4580822352,ACC7393195616,40834.29,UPI,NETBANKING,SUCCESS,Consulting fee,False,
cdbb207d-fc37-4a50-b8a6-11f0eccd5a1f,2026-01-03 10:43:36.000000,ACC6404582459,ACC2825989011,200000.0,RTGS,MOBILE,SUCCESS,Audit payment,False,
173363ff-6d0e-4d8d-b016-c13c5ab08a0c,2026-01-03 11:15:02.000000,ACC9986353481,ACC9115009532,14474.08,UPI,BRANCH,SUCCESS,Travel reimbursement,False,
7a9e1e02-c9bc-45bf-b1e3-93735b7d254a,2026-01-03 11:58:39.000000,ACC7375197714,ACC3980491761,32558.65,NEFT,NETBANKING,SUCCESS,Consulting fee,False,
d78881b0-5c07-4b63-b118-989317bff7c7,2026-01-03 12:01:31.000000,ACC3561557300,ACC1198486416,8068.39,IMPS,MOBILE,SUCCESS,Service charge,False,
fbc39754-9c70-4d81-ad85-109d83854a5f,2026-01-03 12:38:00.000000,ACC6467215542,ACC9776552803,214044.89,IMPS,MOBILE,SUCCESS,Subscription renewal,False,
e53b3df7-e85b-4c12-aae2-51dcd460f869,2026-01-03 12:55:53.000000,ACC5464285982,ACC8739238825,16053.22,UPI,MOBILE,SUCCESS,Medical expense,False,
8c656f49-11c8-4c9e-a1a1-dc1bdc374083,2026-01-03 13:43:40.000000,ACC3084839399,ACC7279140605,200000.0,RTGS,BRANCH,SUCCESS,Office rent,False,
0000916f-8155-4a45-86c6-b59cf02e2e74,2026-01-03 14:29:56.000000,ACC5482431018,ACC4733616459,200000.0,RTGS,API,SUCCESS,Service charge,False,
b3c33109-3078-4511-b6ec-e9ab02390f39,2026-01-03 14:59:48.000000,ACC5070585433,ACC3389594115,30092.89,NEFT,ATM,SUCCESS,Dividend credit,False,
bbbba83f-6bd5-46a7-919b-1a23d1b1e886,2026-01-03 15:06:16.000000,ACC5158416864,ACC5067116918,5023.35,UPI,NETBANKING,SUCCESS,Loan disbursement,False,
012e4c99-5431-44c2-8c62-28d6271a5caf,2026-01-03 15:43:56.000000,ACC6554972315,ACC7573691558,137533.43,NEFT,MOBILE,SUCCESS,Commission credit,False,
4d0aaf84-c407-42f6-b537-b39c198d592e,2026-01-03 15:46:49.000000,ACC4733616459,ACC8543865915,436478.44,NEFT,API,SUCCESS,Office rent,False,
c60228b3-dddd-48a6-a2f1-8c68a92aaf60,2026-01-03 15:48:56.000000,ACC7801222128,ACC3964229896,43870.58,IMPS,API,SUCCESS,Mutual fund SIP,False,
09c6c43c-3c06-44d0-a57c-0f217d373920,2026-01-03 15:56:00.000000,ACC6302109556,ACC1939042955,45172.79,UPI,BRANCH,SUCCESS,Office rent,False,
04827fd1-1d54-4f4c-aeae-39f7b8b95463,2026-01-03 16:18:59.000000,ACC5307145891,ACC1678500147,200000.0,RTGS,BRANCH,SUCCESS,Travel reimbursement,False,
56c85fa6-a658-4998-84e7-7fcd9b052d89,2026-01-03 16:36:48.000000,ACC5070585433,ACC5482431018,29057.03,UPI,MOBILE,SUCCESS,Mutual fund SIP,False,
4b99e626-e718-4e45-a91e-dab0eee098be,2026-01-03 16:37:14.000000,ACC3656086594,ACC7077131430,2380.93,IMPS,ATM,SUCCESS,GST payment,False,
ae593146-98eb-4dde-8406-592b46581069,2026-01-03 16:44:17.000000,ACC9594878379,ACC4750707607,49866.0,IMPS,API,SUCCESS,Service charge,False,
f0818fd9-afb1-4830-a533-427a928de8ad,2026-01-03 16:51:02.000000,ACC5983503547,ACC6218484323,58236.57,NEFT,NETBANKING,SUCCESS,Legal fee,False,
6aaa1886-daaf-41de-8767-c9af7458e1e6,2026-01-03 16:52:43.000000,ACC1945826486,ACC8088660633,32561.13,IMPS,NETBANKING,SUCCESS,Supplier invoice,False,
af4fdcf4-8d4c-44c3-84c5-fa406b8f4c6a,2026-01-03 17:02:46.000000,ACC4131356954,ACC3619094295,4894.99,IMPS,NETBANKING,FAILED,Advertisement payment,False,
676c26e1-a548-4454-83e1-29cf425e85c4,2026-01-03 17:20:06.000000,ACC6852312425,ACC7296096954,262003.08,IMPS,NETBANKING,SUCCESS,Service charge,False,
a0f5f653-90a5-4848-bda4-16edaffa839b,2026-01-03 17:33:06.000000,ACC2390587865,ACC3875303857,23627.79,UPI,MOBILE,SUCCESS,Audit payment,False,
4e14e40c-9b15-489e-a435-c8594129f82c,2026-01-03 19:09:42.000000,ACC9677466102,ACC9642614082,15042.15,UPI,MOBILE,SUCCESS,Commission credit,False,
9ada7fe9-c762-44d4-a2dc-29e4ca9da0bb,2026-01-03 20:38:09.000000,ACC4590711152,ACC2570991899,2387.44,UPI,MOBILE,SUCCESS,Utility bill,False,
2396cd24-771a-4699-b972-8c4284f18fae,2026-01-03 20:59:35.000000,ACC9049270990,ACC6322520473,100000.0,UPI,MOBILE,SUCCESS,Travel reimbursement,False,
7b7b52fc-b4ae-4085-b854-0f1899dbbc70,2026-01-03 21:02:01.000000,ACC8505373158,ACC2064746525,37860.51,UPI,MOBILE,SUCCESS,Utility bill,False,
57fa8263-73e7-4925-bd45-fdc45a9fbec2,2026-01-03 21:05:08.000000,ACC7707379050,ACC2274350418,21077.11,IMPS,MOBILE,SUCCESS,Loan disbursement,False,
b6630c51-109c-4859-89bd-66b3e88782b4,2026-01-03 21:10:54.000000,ACC9301537234,ACC3024977737,22745.81,IMPS,NETBANKING,SUCCESS,Insurance premium,False,
5492d4d1-3c9c-4534-a5c3-7147c3ae6bd3,2026-01-03 21:40:31.000000,ACC2825989011,ACC7296096954,100000.0,UPI,ATM,SUCCESS,Dividend credit,False,
4ea1aed4-1707-4021-a7a9-0e979878f569,2026-01-03 23:19:20.000000,ACC7099469983,ACC9702693937,43587.79,INTERNAL,API,SUCCESS,Consulting fee,False,
fbb74898-718a-4075-b9cb-c1be0d6f595a,2026-01-04 00:48:15.000000,ACC9573276057,ACC7575259637,200000.0,RTGS,NETBANKING,SUCCESS,Maintenance fee,False,
04848e5a-d397-4d74-b629-f8d0c8619352,2026-01-04 01:18:50.000000,ACC7099469983,ACC9232363331,11635.16,NEFT,MOBILE,SUCCESS,FD maturity credit,False,
def0207d-bf5b-457b-9275-0f2be4bc255a,2026-01-04 04:48:35.000000,ACC1634323009,ACC1240251661,200000.0,RTGS,BRANCH,SUCCESS,Material purchase,False,
c3103399-a983-4b81-893e-ce10d6774a7a,2026-01-04 05:46:03.000000,ACC4248149900,ACC5464285982,19278.03,UPI,BRANCH,SUCCESS,Medical expense,False,
ff51e9ec-d37b-4fe2-8dbe-d872bea9f54e,2026-01-04 06:06:05.000000,ACC3328710672,ACC4518871744,20000.0,IMPS,MOBILE,SUCCESS,Subscription renewal,False,
92473fc2-3c0a-4ed1-8a81-8b129e257616,2026-01-04 06:06:26.000000,ACC5849815676,ACC2405969000,22403.0,NEFT,MOBILE,SUCCESS,Loan disbursement,False,
04ea72af-08b3-4bab-b5c1-a03fb47db94f,2026-01-04 07:44:30.000000,ACC9648665968,ACC8722962486,9332.85,IMPS,MOBILE,SUCCESS,Dividend credit,False,
605e0153-fd34-4834-992d-b5f142676b13,2026-01-04 09:09:51.000000,ACC2135872495,ACC1245522987,76361.27,NEFT,ATM,SUCCESS,Staff salary,False,
bf93e57c-cc09-46cd-8763-14a80ce687f1,2026-01-04 09:09:55.000000,ACC8556573246,ACC2051454923,23334.71,IMPS,NETBANKING,SUCCESS,Freelance payment,False,
2a1f5e5e-1c0f-437c-8590-06b106c4bad7,2026-01-04 09:29:42.000000,ACC7783763790,ACC4643576871,73473.09,UPI,MOBILE,SUCCESS,Audit payment,False,
2ad989fe-d49d-49b8-9c46-5742690bc78c,2026-01-04 09:35:45.000000,ACC7839626408,ACC8118240999,100000.0,UPI,ATM,SUCCESS,Travel reimbursement,False,
c223d395-ec9d-4293-a5be-d7bacf6e3ba6,2026-01-04 09:41:18.000000,ACC6611903015,ACC9733234156,100000.0,UPI,BRANCH,SUCCESS,Office rent,False,
ad1b6a71-4296-4b41-92f4-293e3d506f2f,2026-01-04 09:43:27.000000,ACC9886101513,ACC5305985001,81804.6,NEFT,NETBANKING,SUCCESS,EMI payment,False,
13190207-109e-4b44-9ccf-59847d985388,2026-01-04 09:50:35.000000,ACC6083042422,ACC9259157845,200000.0,RTGS,BRANCH,SUCCESS,Share transfer,False,
2f863677-a8a6-4f94-80c0-399235ed07da,2026-01-04 09:53:05.000000,ACC8953271391,ACC5268845844,47079.27,NEFT,API,SUCCESS,Loan disbursement,False,
51df004d-98fa-463a-ae07-40589ac16e9e,2026-01-04 10:06:19.000000,ACC4022245086,ACC2536778950,23547.39,INTERNAL,MOBILE,SUCCESS,Advertisement payment,False,
3fc732c7-de2d-418e-ba16-2a9c22bd963e,2026-01-04 10:44:33.000000,ACC7517938612,ACC7635473142,15604.88,NEFT,MOBILE,SUCCESS,Freelance payment,False,
4c2dbcdb-6596-41bc-b4f3-3a50bd5c9e0e,2026-01-04 10:47:08.000000,ACC3362646960,ACC5310195918,20000.0,UPI,NETBANKING,SUCCESS,Mutual fund SIP,False,
6f93e271-454f-4718-81a5-9e353f75d825,2026-01-04 11:08:23.000000,ACC9633533290,ACC4888749350,200000.0,RTGS,NETBANKING,SUCCESS,Vendor payment,False,
5ba7a7e8-e04b-4d98-9179-f44a2fe92270,2026-01-04 11:13:47.000000,ACC6141226746,ACC6704841644,29875.84,NEFT,NETBANKING,SUCCESS,Service charge,False,
8b62075d-6ac4-4971-8d18-c5d5e2b0f8cc,2026-01-04 11:37:54.000000,ACC2936179853,ACC4275930923,200000.0,RTGS,MOBILE,SUCCESS,Travel reimbursement,False,
539fea49-1868-4108-8bc7-8ece64f0f1ac,2026-01-04 11:41:01.000000,ACC6433231472,ACC9894264595,28845.64,UPI,MOBILE,SUCCESS,Utility bill,False,
5b8678a6-5353-417a-9755-e83fab46ac2d,2026-01-04 11:42:28.000000,ACC7635473142,ACC9202102595,100000.0,UPI,NETBANKING,SUCCESS,Staff salary,False,
0f686a12-9de5-4cf1-bc04-0dd71d346d0f,2026-01-04 11:47:51.000000,ACC6242086783,ACC4645120421,5112.87,INTERNAL,API,SUCCESS,Advertisement payment,False,
c4a2e011-d2b6-4eaa-8529-6b3c938b00fb,2026-01-04 12:21:45.000000,ACC1367704871,ACC6971815972,17938.55,IMPS,BRANCH,SUCCESS,Vendor payment,False,
ef468f7a-9c0d-44e8-be45-31e691c6fbfc,2026-01-04 12:49:05.000000,ACC4133661881,ACC5067116918,84344.94,UPI,NETBANKING,SUCCESS,Audit payment,False,
7953b22c-a40c-41ac-a95d-4306c1332845,2026-01-04 12:55:37.000000,ACC1240251661,ACC7311011808,11169.07,UPI,NETBANKING,SUCCESS,Commission credit,False,
5575791b-1e6a-4590-bbdd-7876e2856adb,2026-01-04 13:03:29.000000,ACC9503787171,ACC3362646960,19759.84,IMPS,MOBILE,SUCCESS,Dividend credit,False,
a9482d43-f585-486e-adc3-5b9873eb4a99,2026-01-04 13:04:41.000000,ACC6927597015,ACC2232285036,200000.0,RTGS,BRANCH,SUCCESS,Salary credit,False,
99f924a8-22ed-4920-88c6-7130b5d7d959,2026-01-04 13:05:18.000000,ACC3585650756,ACC4919706735,321246.62,NEFT,MOBILE,SUCCESS,Education fee,False,
b2bdd179-4878-422c-8bb1-afc29e91943a,2026-01-04 13:10:43.000000,ACC3024977737,ACC3980491761,32435.94,NEFT,NETBANKING,SUCCESS,Legal fee,False,
100ec9ee-3078-40c2-bf9d-9151b6185040,2026-01-04 13:26:19.000000,ACC8034746821,ACC2753617371,33041.32,NEFT,NETBANKING,SUCCESS,Insurance premium,False,
11fb1dfd-d350-4137-98cb-c7893a51ca8c,2026-01-04 13:30:47.000000,ACC2847692041,ACC8160279830,37595.14,UPI,API,SUCCESS,Subscription renewal,False,
59787252-6175-4766-9e3f-29fcfc4f8e52,2026-01-04 13:32:50.000000,ACC1091729577,ACC2950049698,2323.38,NEFT,MOBILE,SUCCESS,EMI payment,False,
de22e51a-94fe-4c88-8854-83718a67fb22,2026-01-04 13:43:36.000000,ACC6554972315,ACC9935429720,19851.83,INTERNAL,MOBILE,SUCCESS,Insurance premium,False,
60bad1cf-f83f-4a4d-a38b-1df00764fee5,2026-01-04 13:58:39.000000,ACC2405969000,ACC7949795085,15421.66,UPI,MOBILE,SUCCESS,Education fee,False,
b55f261e-da71-4249-b363-cc1733481a63,2026-01-04 14:49:15.000000,ACC9421518487,ACC8556573246,4299.86,IMPS,BRANCH,SUCCESS,Vendor payment,False,
320f30e8-d18f-4866-b531-7ddfec28936c,2026-01-04 14:56:19.000000,ACC9995834531,ACC8924383984,1679351.38,NEFT,MOBILE,SUCCESS,Audit payment,False,
5d5a1b19-9b6a-45d4-8e85-9cc5c8b28009,2026-01-04 14:57:14.000000,ACC4133661881,ACC5726642606,5268.6,INTERNAL,ATM,SUCCESS,EMI payment,False,
eb84b1db-0a9b-4473-8d1b-31ce1db36e86,2026-01-04 15:08:00.000000,ACC5560712830,ACC4361393222,439513.08,RTGS,NETBANKING,SUCCESS,Medical expense,False,
1f350a39-6ecd-4e83-809c-3d57e2e6f55d,2026-01-04 15:23:52.000000,ACC7707379050,ACC4919706735,84642.12,NEFT,ATM,SUCCESS,Office rent,False,
b386ce99-7169-44ea-a2d0-177db2a5f9aa,2026-01-04 16:05:05.000000,ACC4133661881,ACC6882074066,20458.82,UPI,ATM,SUCCESS,Education fee,False,
9402d991-1f4a-42d6-b7b2-17d7e3c39fe5,2026-01-04 16:10:46.000000,ACC9383431259,ACC2390587865,15069.68,UPI,MOBILE,SUCCESS,Legal fee,False,
8c2f3f63-a702-43d2-9496-d838297bbdb6,2026-01-04 16:22:06.000000,ACC2388450337,ACC8115628227,63508.5,NEFT,NETBANKING,SUCCESS,Consulting fee,False,
6ad3aed9-6a94-4410-9893-0abbc67773d1,2026-01-04 16:25:53.000000,ACC6695912196,ACC7472806994,29622.53,IMPS,NETBANKING,SUCCESS,Material purchase,False,
7a570abc-4a8c-4f4d-abb1-e0de6a90bd3a,2026-01-04 16:49:37.000000,ACC7059376953,ACC7193532615,70255.88,UPI,BRANCH,SUCCESS,Maintenance fee,False,
f18e8d8d-62ba-4443-a70a-5818eb5dee29,2026-01-04 17:39:20.000000,ACC7949795085,ACC1323639855,27840.84,UPI,BRANCH,SUCCESS,Deposit transfer,False,
82646683-40c9-46b7-aa39-e60d32017eec,2026-01-04 17:54:51.000000,ACC3667292043,ACC1348697524,78554.9,IMPS,BRANCH,SUCCESS,EMI payment,False,
c24ab845-426f-4416-8652-e1ba3b1150cc,2026-01-04 19:00:15.000000,ACC8285786023,ACC9677466102,45072.04,UPI,NETBANKING,FAILED,Supplier invoice,False,
56cfc340-d05d-4fea-8046-a6bc5be4f80e,2026-01-04 20:07:38.000000,ACC1322401182,ACC8802681056,794895.07,NEFT,API,SUCCESS,Service charge,False,
d4587d33-66f4-4cad-b32c-5ef08ecaa62c,2026-01-04 21:02:30.000000,ACC9650701349,ACC9894264595,15943.91,UPI,API,SUCCESS,Office rent,False,
dd575812-7be2-4c30-803f-4b6d0369f563,2026-01-04 21:33:57.000000,ACC6927597015,ACC7576309274,6044.88,UPI,BRANCH,SUCCESS,GST payment,False,
90b858e8-e6b9-4e17-beb8-eb1eaf044e92,2026-01-05 00:10:04.000000,ACC6075963527,ACC1647812758,53280.02,NEFT,API,SUCCESS,Insurance premium,False,
d2c86fa7-e4d0-41e6-931c-6d5ee6eabb91,2026-01-05 02:00:16.000000,ACC3864457210,ACC6341783555,13837.68,INTERNAL,MOBILE,SUCCESS,Commission credit,False,
43637edb-baeb-4d2a-81bc-0915543351b9,2026-01-05 02:16:26.000000,ACC6691628146,ACC7375197714,26019.57,UPI,NETBANKING,SUCCESS,EMI payment,False,
618ca0bf-f4d4-4532-910c-7c044fe460c6,2026-01-05 02:59:42.000000,ACC7472806994,ACC3849232839,37823.51,UPI,NETBANKING,SUCCESS,Maintenance fee,False,
414df058-2495-4ad2-a06e-60168376c0dc,2026-01-05 03:18:58.000000,ACC3849232839,ACC1566090561,56296.96,UPI,MOBILE,SUCCESS,Travel reimbursement,False,
9e9286a1-4ba0-4248-bfad-ea1fc924c827,2026-01-05 05:18:39.000000,ACC3112035409,ACC2549972386,26122.96,UPI,ATM,SUCCESS,Medical expense,False,
f3ffbac9-714c-41be-a7d9-b2731cb0f560,2026-01-05 05:58:20.000000,ACC3178995337,ACC5877639950,8854.84,UPI,NETBANKING,SUCCESS,Supplier invoice,False,
df5f2e56-784d-4b35-9218-9127856f0db3,2026-01-05 07:20:50.000000,ACC3319936135,ACC1367704871,35075.64,IMPS,BRANCH,SUCCESS,Insurance premium,False,
bf1c72ce-c272-43e8-9aa5-a27a1821fcaf,2026-01-05 08:57:10.000000,ACC3261436148,ACC9503787171,54178.61,UPI,BRANCH,SUCCESS,Service charge,False,
648e2128-b460-4518-83e7-83552e4973aa,2026-01-05 09:28:08.000000,ACC4658080160,ACC1248786714,7768.65,IMPS,NETBANKING,SUCCESS,Maintenance fee,False,
29dba032-6df1-46de-a2e5-ef3c8c1625b4,2026-01-05 09:38:25.000000,ACC3381183483,ACC5836956044,55454.31,UPI,NETBANKING,SUCCESS,Inter-branch transfer,False,
afcf8c16-477e-4de7-8f22-f1490ab07d50,2026-01-05 09:49:10.000000,ACC4272602734,ACC5647083348,46301.09,INTERNAL,API,SUCCESS,Advertisement payment,False,
fb79657a-c969-49bc-b9ef-18bad4c1a618,2026-01-05 10:25:48.000000,ACC3303082117,ACC5418232833,63384.35,UPI,NETBANKING,SUCCESS,Insurance premium,False,
187ab939-ed1f-47fe-b5c6-788984b31f63,2026-01-05 10:38:25.000000,ACC9426850694,ACC2595467139,23929.44,UPI,API,SUCCESS,Medical expense,False,
9758bf1d-a3fc-46b0-b2c3-4833a25b3ed7,2026-01-05 10:48:32.000000,ACC5523703900,ACC8996039244,11652.79,UPI,NETBANKING,SUCCESS,Advertisement payment,False,
02aef7cb-b282-400e-8a05-dac64ee14410,2026-01-05 11:10:15.000000,ACC1251837136,ACC4325887726,15387.28,UPI,MOBILE,SUCCESS,Utility bill,False,
56a10437-c7ba-4c2e-a9b5-77a37264eafd,2026-01-05 11:37:58.000000,ACC7628981661,ACC1662976399,14814.86,NEFT,API,SUCCESS,Maintenance fee,False,
2da155f7-f084-4b3f-a88e-35befdeaa70d,2026-01-05 12:15:53.000000,ACC2452066459,ACC1323408297,15373.94,IMPS,MOBILE,SUCCESS,Service charge,False,
ece5d7e7-d125-482d-912b-4194ec18965a,2026-01-05 12:26:24.000000,ACC1662976399,ACC4459716271,26595.35,INTERNAL,NETBANKING,SUCCESS,Commission credit,False,
343a5d16-3f80-4c2a-a06b-10c1c8605aa9,2026-01-05 12:26:38.000000,ACC8275679594,ACC3847562279,200000.0,RTGS,NETBANKING,SUCCESS,Mutual fund SIP,False,
9d407c31-b301-4dbe-963e-b116f8f07ffe,2026-01-05 12:57:03.000000,ACC6128260438,ACC7893447569,195101.41,IMPS,NETBANKING,SUCCESS,Advertisement payment,False,
d3e684be-aaf1-4172-83c0-74d487f87dc7,2026-01-05 13:17:54.000000,ACC4673561638,ACC1311570307,139785.87,NEFT,ATM,SUCCESS,Commission credit,False,
b71de944-6ceb-45c3-831e-50ccd71021b2,2026-01-05 13:20:55.000000,ACC1862407093,ACC9886101513,31272.15,UPI,ATM,SUCCESS,Inter-branch transfer,False,
c504a0f8-69d0-48d2-a7bf-404f393b3724,2026-01-05 13:30:39.000000,ACC3792347639,ACC6329323383,37171.42,UPI,MOBILE,SUCCESS,Office rent,False,
59efd38f-c31d-493b-bb22-0f2e0c0fc3bc,2026-01-05 14:07:02.000000,ACC2734202799,ACC5923940434,29953.56,UPI,ATM,SUCCESS,FD maturity credit,False,
91630089-cc64-4b2d-adc5-323bf730c698,2026-01-05 14:53:39.000000,ACC6218484323,ACC5482431018,58645.13,NEFT,API,SUCCESS,Maintenance fee,False,
a051c266-df43-418c-9370-26221d7fbfb2,2026-01-05 15:16:34.000000,ACC1547374338,ACC8044354825,93614.84,IMPS,MOBILE,SUCCESS,Consulting fee,False,
d7eb4bf8-7281-431f-a62f-588bf622bfa3,2026-01-05 15:24:43.000000,ACC2388450337,ACC4996346509,5178.51,IMPS,API,SUCCESS,Audit payment,False,
60004e1f-c33d-46b4-b8c0-1738b9afa5da,2026-01-05 16:07:16.000000,ACC8760038701,ACC6218955985,81489.06,UPI,MOBILE,SUCCESS,Share transfer,False,
2cd2cb69-a3cd-4b8a-82fe-15e888dc0b46,2026-01-05 16:17:59.000000,ACC2297602688,ACC1091729577,780294.07,NEFT,MOBILE,SUCCESS,Dividend credit,False,
77c5749c-c02d-4507-a556-9face3256191,2026-01-05 16:23:21.000000,ACC4733616459,ACC2119980130,100000.0,UPI,NETBANKING,SUCCESS,Share transfer,False,
